time,low,high,open,close,volume
2021-09-26,2741.34,3117.48,2923.91,3060.71,168746.48142334
2021-09-27,2925.0,3168.03,3059.92,2925.27,172472.29785812
2021-09-28,2782.6,2971.16,2926.27,2805.65,186331.02775653
2021-09-29,2781.99,2950.6,2805.64,2850.14,177979.48195163
2021-09-30,2836.21,3048.58,2849.71,3000.46,169873.45079422
2021-10-01,2967.41,3337.15,3001.14,3311.16,201035.51345113
2021-10-02,3258.94,3469.95,3311.2,3387.82,144778.38450029
2021-10-03,3343.36,3489.18,3388.67,3420.07,124271.04864619
2021-10-04,3269.67,3438.91,3419.63,3387.2,163829.62677831
2021-10-05,3365.34,3547.88,3386.9,3515.3,163084.66881477
2021-10-06,3342.16,3632.44,3517.26,3575.85,219116.78797009
2021-10-07,3471.52,3655.02,3576.45,3588.51,195554.94828114
2021-10-08,3535.0,3670.0,3588.83,3563.96,146564.44707403
2021-10-09,3538.61,3634.13,3563.96,3575.83,88782.58533301
2021-10-10,3406.44,3605.49,3575.2,3415.0,112835.1020128
2021-10-11,3373.45,3625.0,3414.75,3542.37,142525.70987846
2021-10-12,3403.51,3549.0,3542.2,3490.61,176617.45185163
2021-10-13,3412.45,3614.48,3490.17,3608.21,158955.26821205
2021-10-14,3588.55,3828.84,3608.43,3791.66,216569.69208772
2021-10-15,3734.44,3900.0,3791.06,3869.73,204682.20802319
2021-10-16,3802.0,3968.49,3869.73,3829.66,130674.36831436
2021-10-17,3643.0,3919.0,3829.7,3847.18,134515.91092357
2021-10-18,3676.35,3894.7,3847.38,3745.48,187448.53280815
2021-10-19,3700.0,3890.36,3745.13,3878.17,154012.15326702
2021-10-20,3829.59,4169.0,3878.35,4161.94,235728.75520251
2021-10-21,4010.22,4374.95,4161.83,4053.9,286201.83773073
2021-10-22,3885.25,4169.72,4053.97,3971.55,187484.20093549
2021-10-23,3935.92,4172.04,3971.89,4168.56,109253.57167984
2021-10-24,3962.05,4188.42,4168.53,4082.64,126731.47064484
2021-10-25,4069.22,4236.27,4082.09,4220.93,145753.84102089
2021-10-26,4091.31,4297.0,4221.16,4131.47,169619.87486465
2021-10-27,3911.0,4314.63,4132.19,3923.94,279555.38152718
2021-10-28,3889.05,4299.0,3925.26,4288.26,257149.82955488
2021-10-29,4266.91,4461.96,4288.25,4421.23,257148.94601167
2021-10-30,4236.99,4435.0,4421.23,4324.67,123410.59442713
2021-10-31,4168.1,4395.99,4325.55,4290.16,148206.08981334
2021-11-01,4151.0,4385.16,4290.31,4322.89,165298.66872401
2021-11-02,4287.32,4604.99,4322.89,4595.01,217839.79309642
2021-11-03,4456.0,4671.0,4594.27,4606.07,213935.75674438
2021-11-04,4423.01,4610.24,4606.07,4537.15,182872.96131449
2021-11-05,4446.01,4574.0,4537.14,4479.47,142403.14739608
2021-11-06,4329.21,4534.43,4479.47,4523.16,107961.55343832
2021-11-07,4506.99,4639.8,4523.73,4617.02,85312.85613745
2021-11-08,4616.5,4825.0,4617.27,4811.9,163884.29350308
2021-11-09,4697.9,4842.54,4811.89,4731.59,154525.60456333
2021-11-10,4460.0,4867.81,4731.58,4632.22,249949.62441734
2021-11-11,4578.05,4783.05,4632.23,4721.87,112248.30258781
2021-11-12,4508.42,4809.27,4721.07,4667.34,160383.45748095
2021-11-13,4586.8,4708.6,4667.79,4644.44,76568.33646209
2021-11-14,4516.05,4695.07,4644.43,4627.03,96933.07064437
2021-11-15,4541.0,4770.0,4626.61,4565.06,121693.76091856
2021-11-16,4108.0,4564.98,4564.34,4209.5,309826.45957038
2021-11-17,4068.24,4300.01,4209.89,4289.4,197969.47328462
2021-11-18,3960.0,4346.42,4289.4,3997.93,291477.64786245
2021-11-19,3975.24,4314.82,3998.57,4299.55,191232.56135587
2021-11-20,4206.03,4438.96,4299.55,4416.69,96882.12097892
2021-11-21,4246.07,4427.72,4416.36,4262.99,83775.31676078
2021-11-22,4024.45,4322.86,4263.04,4089.16,174572.98932477
2021-11-23,4062.28,4389.95,4089.17,4341.62,159935.23797902
2021-11-24,4168.99,4359.88,4341.58,4270.74,120268.67729032
2021-11-25,4250.0,4555.11,4270.93,4525.87,132338.28173546
2021-11-26,3915.0,4555.53,4527.03,4043.67,324817.57682312
2021-11-27,4031.56,4186.97,4043.62,4098.31,93299.56271946
2021-11-28,3950.0,4303.35,4098.53,4298.38,124752.71262005
2021-11-29,4282.07,4466.0,4298.38,4449.42,170935.20731881
2021-11-30,4350.91,4759.0,4449.42,4634.95,312105.05293146
2021-12-01,4526.94,4784.5,4636.43,4586.95,241301.695591
2021-12-02,4435.0,4637.39,4586.87,4514.59,171913.60834148
2021-12-03,4035.0,4662.75,4514.54,4216.93,312836.25058642
2021-12-04,3575.0,4240.0,4216.3,4123.13,512946.90714235
2021-12-05,4038.13,4257.0,4123.13,4203.22,250275.13989584
2021-12-06,3913.0,4380.8,4203.22,4354.22,349333.84787974
2021-12-07,4260.0,4433.99,4354.09,4310.19,198306.85854675
2021-12-08,4226.88,4456.36,4310.21,4440.51,186740.13696568
2021-12-09,4076.15,4490.72,4440.94,4106.06,222048.28315781
2021-12-10,3889.42,4232.38,4105.99,3900.91,273780.7217072
2021-12-11,3835.0,4099.87,3899.97,4091.18,166327.13830459
2021-12-12,3989.41,4186.16,4091.17,4132.92,108368.85746466
2021-12-13,3660.0,4146.1,4132.91,3783.81,305712.33000025
2021-12-14,3686.49,3884.08,3784.0,3860.74,197099.24204846
2021-12-15,3643.43,4097.0,3860.72,4021.53,319094.24570016
2021-12-16,3952.81,4116.39,4021.41,3957.28,174285.93324831
2021-12-17,3699.0,3994.81,3957.12,3876.02,209823.26509135
2021-12-18,3768.14,3999.0,3876.37,3961.92,113485.77521903
2021-12-19,3886.03,4039.73,3961.93,3925.79,102078.81232557
2021-12-20,3754.8,3984.08,3925.78,3946.16,172027.91571974
2021-12-21,3908.13,4063.89,3946.59,4017.11,137991.50149241
2021-12-22,3933.74,4075.0,4017.35,3981.12,110316.26044274
2021-12-23,3895.7,4157.82,3980.82,4113.08,180980.07790929
2021-12-24,4005.0,4138.71,4113.64,4049.65,109472.89747679
2021-12-25,4021.31,4143.13,4049.81,4097.43,68854.05530395
2021-12-26,4008.01,4106.5,4098.67,4065.91,66848.08372392
2021-12-27,4027.56,4128.9,4066.14,4038.64,108344.57109844
2021-12-28,3760.01,4038.68,4038.18,3793.67,203399.82203323
2021-12-29,3603.0,3828.18,3793.66,3630.59,167709.4231065
2021-12-30,3585.85,3769.99,3630.18,3710.02,155011.95096414
2021-12-31,3619.78,3815.04,3710.01,3675.8,171634.96154996
2022-01-01,3674.02,3777.82,3675.81,3765.72,98353.62552826
2022-01-02,3718.2,3855.77,3765.98,3828.87,78466.35113548
2022-01-03,3681.62,3851.66,3828.93,3766.04,106574.13357834
2022-01-04,3714.22,3894.12,3766.01,3785.0,148752.52638971
2022-01-05,3414.88,3848.2,3785.0,3539.0,240345.13859808
2022-01-06,3300.0,3550.02,3539.0,3406.03,282771.63777278
2022-01-07,3065.0,3415.52,3405.66,3198.82,376752.15627171
2022-01-08,3000.0,3247.89,3198.96,3080.48,231676.12058726
2022-01-09,3057.82,3212.46,3080.92,3151.66,131897.75381912
2022-01-10,2928.69,3180.29,3151.65,3083.51,260769.14044553
2022-01-11,3052.19,3265.98,3083.51,3240.83,158466.70742447
2022-01-12,3206.72,3420.08,3240.83,3373.64,165432.46044549
2022-01-13,3233.67,3413.36,3373.25,3241.88,130378.3015897
2022-01-14,3188.34,3346.81,3241.6,3310.45,110175.14720879
2022-01-15,3260.0,3373.56,3309.98,3328.12,58794.17252061
2022-01-16,3275.0,3394.45,3327.81,3349.46,58643.37423357
2022-01-17,3142.39,3360.07,3349.88,3210.98,128212.72032287
2022-01-18,3083.68,3246.2,3211.08,3160.81,151969.48482665
2022-01-19,3047.0,3176.81,3160.78,3085.27,159240.24960598
2022-01-20,2986.0,3273.32,3084.49,3000.94,185761.37491937
2022-01-21,2467.11,3034.7,3000.99,2569.01,603711.8291189
2022-01-22,2301.6,2628.36,2568.12,2411.9,457765.04354891
2022-01-23,2371.58,2551.3,2411.91,2541.19,248046.68461556
2022-01-24,2159.0,2541.74,2541.19,2441.74,583901.18061678
2022-01-25,2351.18,2509.87,2441.6,2460.68,268705.41724115
2022-01-26,2400.0,2724.0,2460.4,2465.0,409131.34465566
2022-01-27,2315.72,2521.96,2464.99,2425.82,272971.5127865
2022-01-28,2358.63,2559.55,2425.01,2546.84,231189.51401633
2022-01-29,2521.72,2640.0,2546.84,2603.74,138968.35714717
2022-01-30,2542.66,2642.0,2603.39,2602.89,103353.36641229
2022-01-31,2478.31,2708.98,2602.63,2689.72,193802.14585439
2022-02-01,2675.99,2815.49,2689.87,2789.66,212782.90255881
2022-02-02,2613.42,2814.1,2789.62,2682.66,256394.56721487
2022-02-03,2572.66,2729.01,2683.09,2697.59,197429.85205996
2022-02-04,2672.84,2999.0,2697.59,2998.19,275254.72885163
2022-02-05,2957.98,3063.48,2997.63,3014.5,159547.93620619
2022-02-06,2950.26,3076.25,3014.83,3058.22,80118.01843273
2022-02-07,2995.22,3199.08,3058.21,3141.89,232464.2844524
2022-02-08,3027.56,3234.67,3141.84,3119.57,215565.05621758
2022-02-09,3057.16,3274.0,3119.91,3246.22,159305.14378693
2022-02-10,3057.81,3284.75,3246.28,3074.85,221267.33665333
2022-02-11,2879.34,3140.86,3074.84,2929.08,268537.66433701
2022-02-12,2857.11,2987.62,2929.09,2919.99,113168.17322545
2022-02-13,2836.47,2955.65,2919.86,2872.84,82968.08334438
2022-02-14,2830.01,2966.53,2872.83,2931.01,176105.13710553
2022-02-15,2911.87,3199.0,2931.17,3186.24,180355.80323661
2022-02-16,3043.41,3190.0,3186.24,3124.45,148463.93058713
2022-02-17,2853.0,3162.35,3124.44,2893.56,210090.91381776
2022-02-18,2752.67,2945.98,2894.52,2780.08,197402.29756962
2022-02-19,2696.39,2833.3,2780.05,2764.44,111215.14420451
2022-02-20,2575.75,2765.24,2764.53,2622.47,165033.10298905
2022-02-21,2559.77,2760.71,2622.47,2569.0,235808.75914421
2022-02-22,2500.74,2667.28,2569.6,2637.98,241082.81650581
2022-02-23,2576.69,2756.9,2638.2,2580.97,189232.9352146
2022-02-24,2300.0,2750.0,2580.54,2597.42,495732.46045534
2022-02-25,2572.23,2837.23,2597.39,2769.52,232940.26531533
2022-02-26,2728.53,2880.0,2769.24,2780.71,118737.45939774
2022-02-27,2558.48,2836.26,2780.76,2618.01,193491.83696032
2022-02-28,2570.0,2960.25,2617.79,2923.08,273216.3610563
2022-03-01,2855.29,3040.7,2922.87,2977.72,249644.25411598
2022-03-02,2914.9,3045.0,2977.72,2948.56,231625.47605833
2022-03-03,2785.01,2972.07,2948.58,2833.66,191801.94423344
2022-03-04,2575.0,2835.95,2833.71,2623.07,264628.67091773
2022-03-05,2589.93,2685.93,2623.08,2665.77,74795.81490054
2022-03-06,2536.4,2677.0,2665.94,2550.77,81556.05091403
2022-03-07,2445.0,2649.81,2550.46,2491.58,209566.73792961
2022-03-08,2480.33,2626.16,2491.29,2576.72,192900.83723166
2022-03-09,2567.98,2774.26,2577.11,2727.6,178230.29132363
2022-03-10,2553.42,2734.33,2727.86,2608.22,181463.07885867
2022-03-11,2523.28,2679.56,2608.46,2556.42,155353.98026641
2022-03-12,2552.52,2617.83,2556.39,2569.3,56451.09317314
2022-03-13,2492.98,2603.56,2569.09,2516.41,71303.49491982
2022-03-14,2499.0,2609.56,2516.42,2590.23,133881.30167965
2022-03-15,2508.05,2670.53,2590.12,2619.15,161601.50858275
2022-03-16,2604.32,2789.58,2619.01,2774.89,211196.06612638
2022-03-17,2747.77,2839.59,2775.16,2814.67,228315.81827779
2022-03-18,2768.25,2987.0,2814.62,2939.17,226096.28101747
2022-03-19,2895.37,2988.89,2939.18,2952.16,101087.67252083
2022-03-20,2819.18,2965.94,2952.35,2862.44,103674.36633811
2022-03-21,2832.97,2965.26,2862.44,2891.08,148907.41126764
2022-03-22,2887.79,3053.98,2890.78,2970.51,192172.55035781
2022-03-23,2920.64,3046.99,2970.51,3038.93,212170.39198444
2022-03-24,3003.51,3130.41,3037.82,3112.52,248655.86785905
2022-03-25,3076.18,3195.0,3112.95,3104.15,220943.39724511
2022-03-26,3086.2,3154.47,3103.91,3146.22,69714.86952634
2022-03-27,3127.74,3299.99,3146.33,3296.29,122475.83176341
2022-03-28,3275.57,3437.24,3296.24,3334.47,237110.16743972
2022-03-29,3331.23,3483.87,3334.19,3401.71,174573.96933975
2022-03-30,3333.87,3448.62,3401.7,3386.68,135283.45551922
2022-03-31,3260.99,3447.03,3386.69,3283.08,168597.71177893
2022-04-01,3211.66,3482.42,3283.08,3456.48,213450.79609118
2022-04-02,3433.31,3532.85,3456.25,3445.38,117055.44343232
2022-04-03,3413.66,3581.6,3445.25,3522.78,100873.78414588
2022-04-04,3405.79,3548.51,3522.51,3520.66,155953.23125025
2022-04-05,3395.8,3555.48,3520.5,3407.0,166478.13322904
2022-04-06,3161.64,3408.0,3406.99,3168.52,311364.33037265
2022-04-07,3143.07,3269.56,3168.1,3227.56,157725.46332848
2022-04-08,3173.48,3313.79,3227.26,3192.54,137312.60396565
2022-04-09,3181.8,3269.74,3192.54,3258.99,48962.32688662
2022-04-10,3189.92,3309.28,3259.45,3203.05,58700.63987676
2022-04-11,2950.0,3214.88,3203.05,2979.55,238180.41734881
2022-04-12,2950.35,3089.87,2979.32,3027.82,201291.80136702
2022-04-13,2997.5,3129.92,3028.27,3119.0,135126.03200322
2022-04-14,2976.0,3145.19,3119.01,3021.78,131077.99214911
2022-04-15,2993.29,3058.99,3021.68,3040.19,75091.03161864
2022-04-16,3010.67,3086.83,3040.41,3060.35,46446.22013313
2022-04-17,2981.52,3082.96,3060.35,2988.4,67328.66942615
2022-04-18,2880.0,3071.26,2988.09,3056.19,165766.83949602
2022-04-19,3029.58,3132.47,3055.86,3102.26,117657.24244335
2022-04-20,3032.72,3169.29,3102.44,3077.06,117310.39372033
2022-04-21,2940.0,3179.74,3077.16,2983.94,173634.26729666
2022-04-22,2933.13,3033.76,2983.72,2963.05,147896.5340014
2022-04-23,2917.34,2979.57,2963.03,2933.44,50757.61746238
2022-04-24,2911.9,2968.31,2933.45,2921.96,47964.59818886
2022-04-25,2797.51,3026.93,2921.7,3007.22,231201.08128973
2022-04-26,2766.77,3038.6,3007.24,2809.26,191167.43185373
2022-04-27,2794.23,2920.0,2809.5,2889.78,172782.71761809
2022-04-28,2853.83,2980.36,2889.78,2935.91,167061.01272126
2022-04-29,2775.51,2946.68,2935.97,2816.94,204389.17477782
2022-04-30,2716.4,2842.08,2816.77,2726.59,98131.72028071
2022-05-01,2716.79,2849.0,2726.37,2824.86,98806.09499191
2022-05-02,2776.26,2883.0,2824.79,2856.21,205159.66957242
2022-05-03,2753.66,2861.73,2856.3,2780.34,156812.90555596
2022-05-04,2770.02,2969.86,2780.35,2939.98,173451.30953603
2022-05-05,2687.88,2953.73,2939.98,2747.43,194599.9120659
2022-05-06,2631.97,2757.78,2747.46,2691.72,184926.26187383
2022-05-07,2585.79,2703.61,2691.89,2634.8,75304.26885485
2022-05-08,2482.0,2641.4,2634.57,2519.1,136224.22284735
2022-05-09,2222.22,2529.47,2518.82,2228.5,470978.69055761
2022-05-10,2198.24,2458.09,2227.74,2340.51,464832.53812722
2022-05-11,2265.5,2451.12,2340.66,2348.77,154010.68865242
