time,low,high,open,close,volume
2018-01-01,12952.5,13889.0,13863.14,13480.01,12295.00653579
2018-01-02,13005.0,15275.0,13480.0,14781.51,26387.93493436
2018-01-03,14628.0,15400.0,14781.52,15098.14,17877.49528646
2018-01-04,14230.0,15400.0,15098.23,15144.99,20010.43634249
2018-01-05,14819.78,17178.0,15145.0,16960.01,22917.78066891
2018-01-06,16251.01,17174.0,16960.01,17098.99,14104.21391996
2018-01-07,15755.01,17115.01,17099.0,16174.22,12341.08084887
2018-01-08,14000.0,16275.0,16174.22,14993.74,23151.96462195
2018-01-09,14230.0,15384.0,14993.73,14480.99,15384.62464501
2018-01-10,13550.01,14875.18,14481.0,14875.18,22664.54513634
2018-01-11,12800.01,14970.0,14875.17,13308.06,28889.12130985
2018-01-12,12900.0,14080.83,13308.06,13820.0,14816.77240977
2018-01-13,13792.25,14500.0,13820.0,14187.95,10491.10485473
2018-01-14,13110.0,14332.85,14187.94,13656.23,10783.39313813
2018-01-15,13416.0,14253.0,13656.23,13590.0,10511.84043108
2018-01-16,9928.62,13643.66,13590.0,11570.01,62207.83296297
2018-01-17,9005.0,12358.89,11570.01,11200.01,63957.23278928
2018-01-18,10687.21,12123.1,11204.64,11305.53,30134.64772622
2018-01-19,11050.0,11973.99,11305.53,11498.99,15959.30876174
2018-01-20,11498.99,12985.55,11499.0,12762.8,18749.95639326
2018-01-21,11118.0,12762.8,12762.8,11518.17,16426.17776825
2018-01-22,10025.0,11849.0,11518.17,10766.7,24352.57045749
2018-01-23,9945.0,11370.0,10766.7,10824.94,21897.02947424
2018-01-24,10450.0,11450.0,10824.95,11356.79,15159.74617502
2018-01-25,10851.0,11690.0,11356.8,11118.0,13803.3994887
2018-01-26,10305.0,11570.0,11118.0,11086.89,19343.28195401
2018-01-27,10850.0,11494.08,11086.88,11319.0,12301.187315
2018-01-28,11234.38,11697.24,11319.0,11536.0,13684.87204513
2018-01-29,10840.0,11570.0,11536.0,11123.01,11166.05984506
2018-01-30,9711.11,11150.0,11123.01,9995.0,27589.87336945
2018-01-31,9601.02,10299.95,9995.0,10099.99,19533.73809729
2018-02-01,8400.0,10166.25,10099.99,9014.23,38171.97003425
2018-02-02,7540.0,9090.08,9014.22,8787.52,52039.26807721
2018-02-03,8115.48,9499.0,8787.52,9240.0,23700.98508963
2018-02-04,7859.0,9350.0,9227.8,8167.91,24062.18195663
2018-02-05,6425.75,8349.16,8167.9,6905.19,59578.69822102
2018-02-06,5873.0,7948.89,6905.2,7688.46,91895.11062729
2018-02-07,7212.82,8650.0,7688.47,7575.75,50916.57889564
2018-02-08,7550.0,8625.0,7575.76,8218.1,31649.57658512
2018-02-09,7750.0,8700.0,8218.07,8671.01,27558.51614051
2018-02-10,8155.0,9090.0,8671.0,8547.49,24910.69248868
2018-02-11,7851.0,8547.49,8547.48,8072.99,16804.11338411
2018-02-12,8072.99,8950.0,8073.0,8872.28,19718.28616707
2018-02-13,8393.1,8925.0,8872.27,8520.01,13952.55754805
2018-02-14,8520.0,9482.5,8520.01,9472.98,24374.64430846
2018-02-15,9342.46,10249.81,9472.98,10031.23,32372.79739747
2018-02-16,9729.58,10307.68,10031.23,10167.49,17843.54690778
2018-02-17,10057.0,11149.0,10167.49,11121.5,20781.56168216
2018-02-18,10159.0,11299.1,11121.5,10380.04,26975.93580105
2018-02-19,10297.39,11274.11,10380.03,11140.0,17634.43505308
2018-02-20,11000.0,11775.0,11140.0,11235.57,28425.12094891
2018-02-21,10250.0,11279.99,11235.57,10454.27,30042.03089218
2018-02-22,9715.27,10900.0,10453.83,9830.0,28095.90851163
2018-02-23,9576.43,10390.77,9830.0,10144.99,20779.94318193
2018-02-24,9372.72,10494.14,10144.99,9688.62,19729.38570667
2018-02-25,9324.75,9850.0,9688.61,9597.99,11707.16167099
2018-02-26,9404.0,10447.74,9600.0,10300.0,19118.9938219
