time,low,high,open,close,volume
2022-01-01 01:00:00,46573.65,46931.0,46656.85,46780.85,686.07385399
2022-01-01 02:00:00,46728.5,46929.2,46778.0,46808.55,433.37379104
2022-01-01 03:00:00,46757.45,46895.06,46808.55,46804.01,354.24451222
2022-01-01 04:00:00,46621.59,46872.86,46804.0,46701.29,495.42676441
2022-01-01 05:00:00,46668.64,47548.53,46696.45,47188.0,642.63840159
2022-01-01 06:00:00,46944.81,47327.89,47188.0,46976.98,380.56047962
2022-01-01 07:00:00,46903.5,47251.76,46982.82,47200.01,298.90128256
2022-01-01 08:00:00,47087.17,47347.54,47200.14,47119.93,215.98324574
2022-01-01 09:00:00,46938.37,47212.89,47124.07,47139.67,137.01504693
2022-01-01 10:00:00,46722.71,47299.79,47139.66,46863.79,267.99629024
2022-01-01 11:00:00,46205.0,47000.0,46863.79,46758.11,490.03927819
2022-01-01 12:00:00,46754.97,47155.28,46754.97,47085.01,137.75219026
2022-01-01 13:00:00,46950.75,47206.01,47085.01,47023.9,153.96634482
2022-01-01 14:00:00,46855.69,47115.48,47023.89,46926.47,202.86323425
2022-01-01 15:00:00,46872.46,47486.85,46926.42,47231.0,517.2656672
2022-01-01 16:00:00,47202.18,47549.69,47231.0,47302.78,714.76515328
2022-01-01 17:00:00,47260.55,47967.12,47301.52,47769.78,518.79278746
2022-01-01 18:00:00,47436.76,47850.0,47769.78,47578.42,381.57847244
2022-01-01 19:00:00,47305.71,47634.98,47577.44,47347.77,335.73703623
2022-01-01 20:00:00,47265.78,47579.24,47347.22,47413.98,306.43230366
2022-01-01 21:00:00,47288.18,47550.0,47413.98,47335.57,377.38180615
2022-01-01 22:00:00,47245.84,47500.0,47334.12,47455.8,240.04421362
2022-01-01 23:00:00,47295.97,47823.25,47455.8,47733.43,352.51324496
2022-01-02 00:00:00,47400.0,47770.37,47733.43,47637.43,455.5481161
2022-01-02 01:00:00,47328.15,47654.79,47637.43,47384.62,222.34023784
2022-01-02 02:00:00,47290.75,47457.12,47387.09,47379.51,275.31224988
2022-01-02 03:00:00,47280.0,47491.5,47379.51,47339.42,199.82883026
2022-01-02 04:00:00,46767.94,47430.8,47338.81,46915.59,458.67518715
2022-01-02 05:00:00,46841.88,47097.47,46920.39,47093.4,314.54915244
2022-01-02 06:00:00,47023.68,47246.77,47095.58,47128.82,238.32579882
2022-01-02 07:00:00,47101.67,47305.87,47130.3,47189.04,154.60919279
2022-01-02 08:00:00,46985.03,47258.18,47189.04,47231.0,185.37957344
2022-01-02 09:00:00,47158.47,47494.84,47230.43,47282.86,187.38240504
2022-01-02 10:00:00,47150.89,47356.21,47282.86,47200.1,129.30170077
2022-01-02 11:00:00,47172.91,47397.02,47198.58,47245.99,63.5136485
2022-01-02 12:00:00,47025.59,47453.71,47246.49,47296.55,172.51810854
2022-01-02 13:00:00,47091.06,47314.56,47304.51,47145.08,158.88553689
2022-01-02 14:00:00,47023.96,47209.65,47146.3,47126.08,129.26354584
2022-01-02 15:00:00,47082.0,47391.77,47125.21,47360.35,213.63137606
2022-01-02 16:00:00,47291.89,47892.54,47360.35,47799.55,496.79577877
2022-01-02 17:00:00,47341.97,47990.0,47802.57,47418.22,500.02473937
2022-01-02 18:00:00,46633.36,47423.12,47418.23,47068.65,740.63758824
2022-01-02 19:00:00,46851.75,47232.93,47064.65,46920.01,525.76979243
2022-01-02 20:00:00,46833.24,47069.59,46920.01,47017.83,251.96097771
2022-01-02 21:00:00,46922.84,47189.91,47018.79,47028.21,254.21139376
2022-01-02 22:00:00,47021.58,47407.31,47028.21,47273.39,212.02956803
2022-01-02 23:00:00,47273.34,47479.54,47273.34,47299.07,293.00395681
2022-01-03 00:00:00,47065.0,47300.0,47299.06,47065.0,337.61979809
2022-01-03 01:00:00,46942.42,47146.82,47065.01,47128.55,287.45226642
2022-01-03 02:00:00,46862.19,47128.56,47127.17,47008.12,386.4390761
2022-01-03 03:00:00,46723.82,47082.23,47008.12,46796.57,504.8889736
2022-01-03 04:00:00,46752.8,46950.46,46800.61,46827.41,202.50737356
2022-01-03 05:00:00,46778.03,47209.86,46827.41,47090.32,275.21553142
2022-01-03 06:00:00,46891.66,47115.22,47090.32,46936.5,187.26922614
2022-01-03 07:00:00,46866.0,47085.16,46936.5,47058.42,121.51467498
2022-01-03 08:00:00,46932.62,47145.47,47058.43,46981.93,124.40367301
2022-01-03 09:00:00,46783.87,47106.31,46980.33,46988.39,226.28442575
2022-01-03 10:00:00,46987.74,47256.87,46989.14,47134.35,185.33080893
2022-01-03 11:00:00,47135.48,47436.63,47135.48,47385.28,139.54080504
2022-01-03 12:00:00,47179.08,47583.33,47387.05,47200.0,300.18668719
2022-01-03 13:00:00,47130.63,47366.61,47197.98,47149.82,307.68245996
2022-01-03 14:00:00,46777.97,47279.19,47155.37,46871.04,652.92040666
2022-01-03 15:00:00,46600.0,47030.0,46871.98,46687.69,753.62731008
2022-01-03 16:00:00,46276.68,46781.46,46687.68,46491.77,1122.07806635
2022-01-03 17:00:00,46416.59,46792.06,46491.44,46584.86,532.68299035
2022-01-03 18:00:00,46415.79,46745.98,46584.86,46475.86,402.59115973
2022-01-03 19:00:00,46362.83,46654.66,46475.53,46372.55,503.5753527
2022-01-03 20:00:00,45700.0,46417.42,46372.55,45915.66,1658.06404254
2022-01-03 21:00:00,45816.0,46269.56,45910.34,45987.4,618.13154783
2022-01-03 22:00:00,45974.64,46455.96,45983.01,46225.32,482.27061865
2022-01-03 23:00:00,46174.0,46576.53,46225.31,46459.56,529.53292945
2022-01-04 00:00:00,46153.59,46534.32,46459.57,46245.77,400.7383359
2022-01-04 01:00:00,46044.31,46400.83,46245.76,46060.38,418.43525214
2022-01-04 02:00:00,45950.0,46263.46,46060.37,46104.69,407.76296311
2022-01-04 03:00:00,46015.89,46385.2,46102.58,46319.84,389.18478406
2022-01-04 04:00:00,46022.76,46410.94,46319.99,46097.21,363.66521586
2022-01-04 05:00:00,46030.1,46296.01,46097.21,46157.15,288.50125244
